"","tweet","label"
"3335","Wild salmon one of the best foods to eat for great skin. Salmon is a wonderful food to combat anxiety, depression, and stress.",1
"3337","Let the anchors of depression sink and float to the beaches of happiness 😁😁",1
"3339","God i just love *clenches fist* my depression!",1
"3340","My story of being pregnant and having long term depression. Perinatal mental health - it is okay not to be okay",3
"3343","Acne has been pretty bad. My depression has been getting worse. I caught a bad cold. what the fuck man",3
"3344","This was less than a week ago please be sensitive in my time of depression",3
"3346","I know how tough it can be battling depression. I am not going to make anyone go through that alone. I am here for you if you want to talk.",1
"3348","stop thinking depression is pretty and representing it as something ""cool"". depression is not cool, it is a serious disease.",1
"3349","Adulthood is when all the foods you loved as a kid become the foods you now eat solely to wallow in your depression",1
"3350","I am the ""sleep all day and neglect all responsibilities due to crippling depression"" kind 😊",3
"3352","Since I am always emo- for me depression looks more like rage.",1
"3354","Ah, you just have to find the right mix of Unilever and Estee Lauder beauty and bath products that will cure your depression",1
"3356","This tweet just cured my depression 🙏🙏🙏",3
"3361","And which might play a role in depression, anxiety, PTSD, schema memory, consolidation of autobiog memory...",1
"3362","Everyone in this walmart smells like marijuana and depression",1
"3363","@Books_Featured Listen free in #iTunes: Cure #Depression Listening Motivational Rock Music enriched with Beta Waves",1
"3365","As festive as my family and I am, be sure to check on loved ones. Many struggle in silence with depression and anxiety",1
"3367","Republicans did this in 1928 depression/market crash followed. Stay tuned. Trump team floats tariffs @CNNPolitics",0
"3368","Check out the devotion: “Prayer when facing depression” Read it by clicking here:",1
"3369","this gif is literally me laughing through my depression",3
"3371","Do you want your Christmas music with a side of depression?",1
"3374","Me: I wanna make something of my life! My depression: Life is meaningless. We are all wandering aimlessly until the sun eventually explodes.",3
"3375","Good to be back in the gym lifting regularly and eating better. Depression is a mother fucker.",3
"3376","Seasonal depression is real fam it needs to get warm again as soon as possible I am trying to be on the water with some beer",3
"3377","#extreme depression and cannot lose weight kalpadruma online shopping",3
"3378","Agree -- melancholia is not clinical depression. #mentalillness",1
"3379","Depression is gonna kill me",3
"3382","""i don’t understand why people think that depression goes away on holidays?? like ho ho ho I’m still feliz navidying""",1
"3383","@trancegeminii I have depression and spent all day sleeping so I would not have to feel things",3
"3385","This account is there for anyone who needs mental help,please keep on sharing❤️ #anxiety #depression #heartbreak #suicide #broken",1
"3386","No depression is cause mostly by an imbalance of certain chemicals produced by the brains. Geez.",1
"3387","So Sydney was amazing and I have Post Sydney Depression. Hurry up 2 more years so I can finish up and move there!",1
"3389","@Sonia15434785 well MM makes me happy. it takes away my stress and depression. 😄 anyways my fave is seven and unknown. ^^",3
"3390","The things I read on sends me into a serious depression",3
"3391","when did this depression shit become cool? like memes and shit? outlet that shit, do not play around with it",1
"3392","I am drunk and crying and playing Yahtzee is this depression?",1
"3393","""Who are you? Can you believe these guys? Lecturing me on manic depression, like I could not write a book or two.""",1
"3394","devoured #pleaselikeme on netflix. such a great, relatable, real show covering everything from love/break-ups to mental illness + depression",1
"3395","#HOLIDAY #BLUES: This #time of yr alot of #people #suffer w #depression #grief #trauma #stress and #anxiety. #Leap @ the #opportunity 2 #help",1
"3397","The day my depression does not keep me in bed will be the day",3
"3400","Isolation can cause depression and physical pain and burnout #WorkLifeBalance #PTSDchat",1
"3402","Depression state: just watched 15 minute video of vegetables and fruits being shredded",3
"3403","Yes, all types of hormonal contraception,even IUD. Can hormonal birth control trigger depression? - via @Shareaholic",1
"3404","@RomellHenryTgf TGF is getting me thru depression, thanks to u and jay so much 💙 il dm u my address and everything bro if u can cut my hair😉",3
"3405","I dont like it when something I just beat comes right back at me with a new weapon of destruction to my mindset. I hate depression.",3
"3406","depression is in-love with me",0
"3407","I say this all the time. Depression is not a feeling. it is a state of being.",1
"3410","Smoot-Hawley -> Great Depression -> Rise of fascism",0
"3412","I think I just put myself in a depression",3
"3413","@_Zerken Its your depression eating away at you.",2
"3414","DEPRESSION SUM FUKSHIT I RLLY BE HAVING TO REMIND MYSELF TO DO SIMPLE SHIT LIKE WASH your FACE BRUSH your TEETH FIX your HAIR EAT SOMETHING",3
"3416","Holy crap! I am actually going to the gym! I am AMAZING! #ButFirstTwitter #MiraclesDoHappen #Sober #Depression #ODAAT",1
"3418","I struggle with depression, in all directions I step in; reconsider my movements..",3
"3419","Why a diary helps with #depression. It allows you to be honest with yourself. #endthestigma",1
"3423","All I want for Christmas: -my crippling anxiety and depression to end -for carbs not to make me fat",3
"3424","Alcohol, Depression, Anxiety, Sleep, Anti-Social activity...yeah...there is more",1
"3425","@SofiaEclipsee Just let my depression get to me....",3
"3426","When you are out bowling with your friends and your depression kicks in all of a sudden and it feels like you can not continue 🙃🙃🙃",1
"3427","@heartshoshi I MISSED U ALEX I WAS IN SEVERE DEPRESSION I WAS SO CLOSE TO BANGING MY HEAD ON OUR GATE ASJDHAKSJHD",3
"3428","the real truth tea is that nobody can love away your depression and that it is an obstacle you need to deal with by yourself",1
"3429","Getting Calios out of depression and as a tribute to the 4-24 Syracuse shot from behind the arc today",1
"3432","Quick Reminder: Depression is a disease. You can not change a loved one's depression. You can not magically cure them by changing yourself.",1
"3433","RZA mentions his pain and depression with his artistry and how his lover allowed him to overcome it.",2
"3434","my ex has gotten SO much uglier since we broke up and he got back w his UGLY af ex gf so im blessed and prospering and my depression is gone",0
"3435","@KenRyuuS cause yall always bully me if I dont do that ill fall into depression cause of you guys 😥",3
"3436","The three stages of finding out a close friend got extremely hurt Shock Rage Depression, Self blame and Sadness",1
"3437","I think about all the things i did yesterday and the day before and i do not even feel like the same person. thats the thing about depression",3
"3438","Too much depression in the air",0
"3439","And now an actual fact: depression is the result of seratonin imbalances in your brain",1
"3442","I am just bored really. though I do have chronic depression but I do not think that is the problem, no I am probably just tired.",3
"3445","If you’re struggling with extra weight, IBS, fatigue, eczema, or mild depression…or…",1
"3447","video of the camel (with the wrinkled knees) depression song that has 1 line down as ""no-one to come for you"". i think thatd be relaxing",1
"3448","Excerpt from a link following: Scientists are also increasingly interested in the link between depression and...",1
"3449","All our Gods have abandoned us! This is the great esoteric depression. We sold our souls but could not buy salvation...",1
"3450","Ok I feel so connected to Johnny @JohnnyGWeir because we both have sun (not rain) seasonal depression and we are both cancers ♋️ 😈",3
"3451","Condoms will not protect you from the crippling depression that hits when you realize meaningless sex will not fill the void inside you",1
"3452","People should be following me so I can spread my crippling virulent depression to more people",3
"3453","when u wanna be social and hang out w your friends but your crippling depression thinks otherwise",3
"3454","when u accidentally gijinka your depression and start creating new characters surrounding the design ❔❔❔",3
"3455","@ColleenB123 thank you for helping me through my life. My anxiety and depression are really hard to deal with and I just wanted to thank you",3
"3456","There is no excuse for stigma and ignorance - be informed #mentalillness #timetochange #depression via @moodcards",1
"3458","I wish I had a strong person to help me get through my depression, someone I can legit talk to and they will listen to me.",3
"3459","2:10 PM BBT Topic has changed to medications and depression in the LR with Josh, Christmas, Alex, and Paul. Kevin...",1
"3461","Oh no my family always called depression, ""being really into hammock-chairs"".",1
"3462","love when my anxiety and depression are at an all time high always now 🙃🙃🙃",3
"3465","is repeating ""there are people who have felt worse"" in your head a good tactic to deal with depression?",1
"3467","I have depression and learning disabilities",3
"3468","I was quiet on social media for about a week and followers have diagnosed me with depression.",0
"3469","Maternal #depression is # 1 complication of #childbirth, yet help is hard to get. 1 Mom shares: by @PPDDocumentary",1
"3470","Depression? Anxiety? Meditate - A highly effective herbal formula will help you feel better. Buy it now at:",1
"3471","And boom goes the depression bomb smiley",1
"3472","Good nightt sleep tight dont let the crippling chronic depression bite",1
"3473","@jmaxmann was not there something after 1928? Great Depression?",0
"3475","@iancron Chris Traeger from Parks and Rec is totally a 4! Self absorbed and uses physical activity to manage his proneness to depression!",2
"3476","Only 6 months ago, I had horrible cystic acne that prevented me from leaving my house and drove me into a deep depression. I am just... happy!!",3
"3477","What do you call a hangover after drinking wine ? The GRAPE depression.",1
"3479","I tend to burn out pretty hard when i get tired. The depression starts to take over and that aint a good thing",3
"3480","Tanzanite called ""stone of magic"" It relieves stress and depression. It also said to transmute negativity. .",1
"3481","Depression is not just ""being sad"" and can not just be cured by fresh air. Depression is all-consuming.",1
"3482","@ClassyNyancat cyanide cyanide I would say that im dead inside gotta rhyme its the time for expression of post Yuri depression just kidding its good maybe",1
"3484","But young people do get depression — we just need to know the signs. (Via The Mighty )",1
"3485","What I have Learned About Managing Anxiety #anxiety #depression #mentalhealth #1in4 #pnd #mentalhealth",1
"3486","Adicionei um vídeo a uma playlist @YouTube - I Have Crippling Depression",1
"3489","I dealt w/ the not cool during/after my fight w/ depression and it restored me embracing my crazy, strong foundation of joy.. YOU can too!👊🏼",3
"3490","New Study: people who use over 2 social media sites have increased odds of getting depression.",1
"3491","10 Struggles Every Woman With Prenatal Depression Just Understands via @romper",1
"3492","all I did today....is skip school...is not depression amazing?....I slept...I did not care to wake up and go to school...I am messed...",3
"3495","surviving #depression is not accepting the flower is done blooming, but understanding u continue to spread seeds as long as u keep living.",1
"3496","Smoot Hawley was not just a disaster, it led to the Great Depression!",0
"3498","Nothing like sulking in your sorrows and depression by eating some halo top ice cream👌🏻",3
"3499","My health teacher: ""depression isnt just being sad when things go wrong, depression is even being sad when everything is going right""",1
"3500","THE NEW WALLPAPER CURED MY DEPRESSION IM CRYING BECAUSE OF JOULE I LOVE her",3
"3501","Charmander crippling depression ft. Chespin trainer mason: via @YouTube",1
"3504","Working with depression",3
"3505","Does stress,depression and anxiety just get worse as I get older? It was not like this when I was in high school. I feel like crying alot.",3
"3506","Deciding to become a parent when you have long term depression is tough. This is my story. #MentalHealthMatters",3
"3509","Worries me: @NWSNHC was watching DEPRESSION #Katia last night and expected upgrading it to tropical storm. < 24 hours, it is a #hurricane #MX",1
"3510","wanted to say ""time for another depression nap"" but it is 10pm so i think it is just called a sleep which means i accomplished 0 things 2day",3
"3511","when u cant even tell your coach the days you will be @ practice bc u dont know when the depression's gonna hit and you will not wanna do anything",1
"3513","Merry Anxiety and have a Happy New Depression!!!",1
"3514","when you start to dislike people for petty reasons cause of your depression so you have to step back",1
"3515","by the way, depression sucks. Just in case you did not know. Even worse when combined with Seasonal Affectiveness Disorder.",1
"3517","TMS Therapy, A Proven Non-Drug Treatment of Depression for Pregnant Women",1
"3519","it is 9:46pm and I just woke up from a depression nap. How long can I wait until I just go to regular sleep?",3
"3520","I am going back into that depression that Made me a different person",3
"3521","Depression comix will be updated on Thursdays instead of Friday during the winter break.",1
"3523","Researchers discover an early-warning system for depression in social media images ""This points toward a new...",1
"3524","@prchovanec Guessing his education on the causes of the Great Depression is a little thin.",0
"3525","Stop d stigma, depression is so normal like ridiculously common nothin to be ashamed about hunnies",1
"3526","You Are Not Alone! (How To deal with Sadness, Depression, Blues, Anxieti... on @bloglovin",1
"3527","Postpartum depression, or PPD, is just one in a group of illnesses than can affect women either during pregnancy...",1
"3528","no! I am not eavesdropping, mes cherís!! I was not listening to your conversation about depression",1
"3529","Humor is my coping mechanism for my depression like I will say ""I wanna die"" and all my friends stare but then I add a haha to not b sad",3
"3530","How it feels to have Anxiety and depression come back to you at the speed of light. Fuck depression 😒",1
"3532","DEPRESSER OF THE DEPRESSION OF THE DEPRESSED",1
"3534","guess whos crippling depression is causing them to miss school laughing",3
"3535","""you have depression? but you are so happy all the time!"" most ignorant/misleading thing i get told too often smh.",3
"3536","in case you missed it: Inside the #Rams Podcast, Ep. 21: End-of-season depression sets in as coaching search rolls on.",1
"3538","@PndaFlux With my mom's cancer I have been fighting depression, but I have learned life does get better, you need to be around to see it happen.",3
"3540","There are many instances in which I believe I can go without my meds... Yeah...regrets happening right now. Depression is a bitch",3
"3542","6 Depression Treatments That Can Work Better Than Drugs",1
"3543","people that suffer from bouts of depression and bipolar-ness know what I mean when your mind turns on you and how shitty it can get",3
"3544","Depression makes it near impossible to do such trivial things. I am DETERMINED to leave the house tomorrow. And wash my hair. 😳😖",3
"3546","@JonathanHoenig *In monotone voice* No it did NOT work and the US sank deeper into the Depression.",0
"3547","i really thought so many people are really good at threading. was going into a mini depression kante...copyandpaste.",0
"3548","How Do You Know If You Have Depression? Hear This Woman Explain How She Found Out. #shoplocal",1
"3549","Note to self: do not ever let anxiety and depression rule your life like this again surprise",3
"3550","Looks like I will just have to postpone my crippling depression until after work again",0
"3551","@AzureDiviner || I don’t know. I think my depression is coming back strong.",3
"3553","Commercial: ""if you or a loved one has experienced dry eyes, depression, or even death, contact..."" Me, dead: ""ah yeah I better call in""",1
"3554","A compliment can reduce depression by 5% in the morning and 15% at unawares. Save a life",1
"3557","@Trashiepie97 happened that it is gone now.That new ''me'' after the exam was by far the happiest I have been before the clinical depression",3
"3558","laughing my ass off you are right!! I would totally fake my depression for likes on twitter!! you are a real detective finding that one out!!!",3
"3560","RT: 7 Ways to Better Understand a Woman’s Postpartum Depression",1
"3561","Pre-treatment with butyrate attenuated septic heart depression via anti-inflammation and anti-oxidation. #Curated #…",1
"3562","When people think your depression is an aesthetic and you ""rock it well"" but in reality, it is just consuming you from the core until you die",1
"3563","Pokemon Fallout3355 used Hyper Beam and inflicted 100 damage to my depression! Super effective! smiley #MyFreeCams! 💚",0
"3564","so glad to see a cure for depression/anxiety that we totally never thought of.",1
"3565","@tickykuma one eyelash for every stage of grief. denial. anger. bargaining. depression. acceptance",1
"3566","I can say that in 2016 I have learned to deal with my depression a lot better. I got 2 a pretty low point in 2015.",3
"3567","u may have a 4.0 GPA but I have. Depression",3
"3570","my depression is coming back after feeling good and i tried talking to someone and they made me feel like im wrong for being depressed",3
"3571","Depression Kills!!! My Personal Journey To Overcoming The BLACK PIT.",1
"3572","My winter depression/exhaustion is starting. Glad I made it to the gym. It only took a month, but I made it. it is going to be long winter🖕🏽",3
"3574","you look happy but you do not feel happy; that is what depression does to you",1
"3575","Having that whole suicidal depression thing again. Fuck.",3
"3576","How does a depression human being help another depressed human being?",1
"3578","My depression gave me my best songs. Now I need antidepressants to record them.",3
"3580","Your Instagram Photos May Reveal Whether Or Not You Have Depression #depression #mentalhealth",1
"3581","Time leads to love,love leads to obsession,obsession leads to depression,depression leads to addiction.",1
"3586","|| oh Uhm. Alright well. I will just make myself real indiscreet the next few days smiley because smiley some people here am not helping my depression",3
"3587","My school has this wellness screening test thing to see if students have symptoms of depression and HAH I am gonna fail",1
"3588","If youve never gone through depression ...you are blessed it is like waking up with every intention of having a great day and still feel sad",1
"3590","getting bullied at school and dealing with Post-Suicidal depression triggers.... not a good day for me",3
"3591","I really wish I would stop having this depression. I would really like to make it past age 30.",3
"3592","can we reach singularity already so google's ai will actually send me quality memes when i tell it abt my depression",3
"3594","@D_Fish7 and now the depression sets in...",1
"3595","I wonder about many things... Things that trigger my depression... The causes and reasons... I wonder when I will finally stop wondering...",3
"3597","@andrewzimmern during treatment for my clinical depression is was told to go to aa meetings, no addiction therapist told me it would help",3
"3598","I am a huge fan of the Dolan twins, I sing, I live my friends and family, but I suffer from depression",3
"3599","Depression and anxiety are a huge thing in our world and it is mainly caused by the cold heart of other humans. Ill never be one of those.",1
"3601","@fuckiinwubzz hay I deal w/ depression and take meds do not make a permanent mistake for a temporary problem I am all ears if you need friend🌹",3
"3602","Watching my friends grieve is fucking heartbreaking. Depression is a horrible burden, please please talk to someone",1
"3603","Exhaustion and depression it never ends 😔😥",3
"3605","What Depression Really Looks Like - via @raisingwhasians",1
"3606","Sorry I am late I was taking a depression nap™",3
"3607","My SO/Love interest struggles with depression and I am failing to say the right things.",2
"3608","i cant #readabookaday i have horrible adhd, dyslexia, and crippling depression and anxiety",3
"3609","Depression is a very common aspect of #Tourette syndrome, affecting up to 80%. It is often missed and often 'masked' by other symptoms.",1
"3610","oh my god RT @JoellaDeville: Depression RT @dreeyuhh: What exactly is going on here?",1
"3612","Thread: Late afternoon update for what will be Tropical Depression Harvey and it is track through the Midsouth.",0
"3615","CRAZY CAKE, also known as Wacky Cake and Depression Cake- No Eggs, Milk, Butter,Bowls or Mixers! Super",0
"3616","depression is rage turned inward",1
"3617","For a guy who suffers from depression and struggles with Aspergers, @iamrapaport is great. Thanks @MichaelRapaport and @GeraldMoody1560",1
"3618","@kyletweedy3 it was a thing, people would just ignore it and think it was not a thing. Sorta like they now with depression..",1
"3619","Low Pressure Area may form into tropical depression, expected to make… #Quezon #news",0
"3620","Retweeted Fact (@fact): Listening to music for an hour every day can reduce chronic pain by up to 21% and depression by up to 25%",1
"3621","People who report using seven 11 #social media #platforms had more than three times risk depression anxiety than pe",1
"3622","depression level: standing in the shower is Too Much",1
"3623","Cashew Nutrition: The Best Treatment for Depression Without #naturaltreatmentsfordepression",1
"3624","*pours mug full of whiskey* hello depression my old friend 🎤",3
"3625","@RomellHenryTgf thanks for all your videos man its getting me thru depression. I need a TGF haircut so bad tho, il dm u my adress n that 😊",3
"3626","Praying that I can continue to learn how to deal with depression in a positive way in 2017.",3
"3627","This world pushes us to depression",1
"3628","depression takes tangible form in a 7PM math class",0
"3630","I have fallen into a deep depression because my cat tortures my dog, eats all of our food, and destroys our home.",3
"3633","spending the break alone in chicago watching @BdoubleO100 make crazy stuff in planet coaster bc his voice offsets seasonal depression",1
"3634","which then makes my boyfriend angry.. if you have depression or anxiety how do you handle this because i am not very good at it",3
"3635","New science suggests yoga reduces depression.",1
"3636","I like how some of you who have no history of mental illness say you have ""depression"" in the winter time when your not clinically diagnosed",1
"3638","The one day I want a goddamn mcflurry their ""machine is not working"". Depression.",0
"3639","Why do people bulling people like what do u get out like really my life sucks @FaZeRug @Brawadi2 depression all night no sleep for me",3
"3640","My depression got me feeling like the world is against me right now",3
"3641","How you fight depression in a world that is so depressing",1
"3642","Global connectivity of the frontoparietal cognitive control network is related to depression symptoms in… #neuro",1
"3643","Depression is killing me",3
"3644","On this hallowed day of winter solstice I chose to honor the onset of my seasonal depression by eating 6000 Christmas cookies and nothing else",3
"3645","I forgot how bad Facebook was for just casual browsing. I will stick to depression jokes and memes on twitter, thanks.",0
"3647","Heart no longer hurst and I am no longer spiraling into depression 😄",3
"3648","All my life I have handled my depression, fighting for my happiness and now it is all to much.",3
"3650","i think this just cured my depression",3
"3652","Coquitlam mom hopes to shine a light on post-partum depression, one basket at... #CanyonSprings #News #parkbenchnews",2
"3653","Why does #depression and Donald Trump to be wed in two weeks at secret location. #yourhomeforfakenews",1
"3654","I am abt to go thru a huge depression. Sorry in advance and unfollow if u do not wish to read. This is due",3
"3655","Dealing with Postnatal Depression: It’s Okay to Ask for Help",1
"3659","Are you currently going through a difficult situation or struggling with depression or anxiety? Joyce Barwis,...",1
"3660","Need to get the fuck over this depression",3
"3661","I feel the depression so lemme take my ass to sleep🙄😪",3
"3662","College has made my bank account go into a deep depression",0
"3663","hi alyssa. man im lexie and i also have crippling depression smiley",3
"3664","The improvement I have made in the anxiety dept is great But the depression department? I can only focus on one at a time laughing out loud",1
"3665","Might be suffering a mild form of depression.",3
"3670","I hate when my depression randomly decides to kicks my ass like I was having a good week!",3
"3672","Carbs cure Depression for like 5 minutes then it gives away to more Depression cuz you are still sad but now also fatter.",1
"3673","That is not how depression works, cap",1
"3674","me waking up from a depression nap",1
"3676","WHO launches yearlong campaign to fight depression, slogan is: Let’s talk",1
"3677","Anyone ever have that holiday depression? I think I am right now. Thus is fucking terrible",3
"3678","my memes are IRONIC my depression is CHRONIC",3
"3679","Watch on #Periscope: Overcoming depression!! Apostle Wilson",1
"3680","@oversized_frog right. but i have had to live with it my whole life and it is been a huge contributor to my depression and anxiety",3
"3683","might have talked about before, but w/depression, I find meeting hygiene needs hard. Which is why me taking a shower 🚿 today was such a big deal.",3
"3685","I am a mess and a lot to deal with. I really do not see why anyone would sign up to be in my life. it is not depression shit it is just facts.",3
"3686","Following #davidgeffen on #Instagram because I want fodder for my depression as I plunge into poverty. Also, maybe he will follow back 😂😂 #luvme",3
"3688","Depression and obsession do not mix well",1
"3689","What I have Learned About Managing Anxiety #anxiety #depression #mentalhealth #1in4 #pnd #mentalhealth",1
"3693","◔∫ 22% Off Sale Vintage Depression Glass Topaz andquot;Princessandquot; Salad Plate by",0
"3694","People who complain online are more likely to suffer from anxiety, depression and stress.",3
"3695","“I put my all into this in hopes that it will help cure, or at least numb your depression.”",2
"3697","Depression comes and goes Like a gentle breeze. It seems like the wind is picking back up 😔🤕",1
"3698","People Need To Avoid These Deadly Mistakes With Severe Depression",1
"3699","'I would fall into a deep depression without music' Shut up, Chad, everyone would be sad without music, I already have depression go to hell",3
"3700","@digby56 @CNBCnow Joe Kennedy played role of wolf in henhouse at SEC after Depression, so some precedent but I am not optimistic.",0
"3701","“Please don’t tell me my depression is “just a phase.” Because the sad truth is, I’d give anything for...”",3
"3702","Not feeling like yourself? Talk to someone who gets it. Text REACHOUT to 85511 or call 703-527-4077. #depression",1
"3703","Hey depression, it is me, ya girl.",0
"3704","Spurts of depression, spurts of happiness. Spurts of depression, spurts of happiness.",1
"3705","If you consider addiction, anxiety, or depression a ""state of mind""/""phase"" and not a legitimate disease then please kindly fuck yourself",1
"3706","Ok can i give my mental breakdown and my depression a rain check till after I finish my hw",3
"3707","What do you think of Zyuoh the World's character? — Alright. Just not a fan of how his depression is pl...",1
"3708","Glad I could help out during the Great Depression. #Farming #Boosttheeconomy #Wecanbeatthis",0
"3710","10 Things I have Gained From Postnatal Depression #pnd #ppd #mentalhealth #anxiety #motherhood #positivity #pma",1
"3711","I am sure his supporters will react like this: 1. Denial 2. Anger 3. Bargaining 4. Depression 5. Voting Trump in 2020",1
"3713","Trump team floats tariffs @CNNPolitics Hope this never happens. I do not really want to live through a depression.",0
"3715","I am drinking whiskey out of a coffee mug that says Hawaii, is this depression?",1
"3716","Crawled far enough out of my depression to play warframe.",3
"3718","Smoke a cigarette while I compress my depression",3
"3719","THIS DUDE WONT TEXT ME BACK I AM DEPRESSION 💀💀💀💀💀💀",0
"3720","#Depression sucks. Believe me I know. I also know how it feels to lose a loved one during holiday season. There is hope. #stampoutstigma",1
"3721","Everyday is new. I struggle daily with depression regardless of my situation. But with God and understanding more about it will hold me down",3
"3722","not applicable depression dey make you cry? Light dey 24/7 u dey cry? Come spend one night for Nigeria not applicable",1
"3724","Yall im eating too much fruit and i may be stressing all the time 😭 like depression/anxiety its fake not real my fault laughing out loud",0
"3725","@SoLyrical I think I did well..considering aids, cancer, anxiety, depression, bankruptcy...Shit is a setup 😩😂😂😁😁",1
"3726","id like to thank my depression and awful tooth genetics for these cavities",3
"3731","Stopping the stigma: Family who lost two tells story of depression",2
"3732","@SadieTurner17 @rescuetracker81 Holodomor was tragic for Ukrainians. In the great depression Americans gave up their children as well.",0
"3734","@KatrinaNation Just another fact to deepen my deepening depression.",3
"3736","Going through first episode of depression. I really would love some support.",3
"3737","#abuse SIBLING ABUSE in childhood causes many adults to have chronic depression.",1
"3738","It can be difficult to spot the key depression symptoms in a partner, even though they are probably the person...",1
"3742","Depression is not dramatic. It is slogging through. It can be quite boring, really.",1
"3744","//Sorry I haven't been posting much here. Family issues and the depression that sometimes accompanies the season.",3
"3746","There is POWER in the name of JESUS,to BREAK every chain of Depression,Lack,Failure,Delay..He is a God of Possibilities.Have Faith",1
"3747","@augustamesx I have dealt with depression after the military. I always tell myself ""this is temporary, it will pass"". Just gotta have hope 🦄",3
"3750","I have a crippling depression",3
"3751","me: i feel happy today smiley depression: that is fuckin hilarious",1
"3754","my grandma said that maybe my eating habits are worsening my depression frown",3
"3755","twice makes me forget abt my depression",3
"3757","Test4pass microsoft measure 70-290 midterm depression questions: ZMCr",1
"3758","""Psychology says that comparing yourself to others is the root cause for feelings of unhappiness and depression."" #LLArrival",1
"3760","Just decreasing some of my depression by getting a hand full of ass.",3
"3762","Twitter is full of sadness, depression and nonsense feelings...",1
"3763","Depression fuelled mental breakdowns?? Love that",1
"3764","Fell into a depression today. Plan for tomorrow to counter: shower, have kid help with making sugar cookies.",3
"3765","wish i did not have crippling depression so i could enjoy a vacation like a normal human",3
"3766","I did not know I could cure my depression by fucking reading flat Stanley",3
"3768","Stress , anxiety and depression are caused when we are living to please others . Good morning 😊",1
"3769","@DougBurges @sequoiaspoke I understand your point -however if there is a recession / depression many working class will be hurt / devestated",0
"3772","depression also fucked up my creativity. not taking care of myself...",3
"3773","Do you think I like this, all this depression shit. Nope, I think it is pathetic and low. But I can not vent anywhere else.",3
"3777","Depression comes in many forms and is not always obvious. Please have patience and be kind, especially to those...",1
"3778","@HoyasLalala you would see massive unemployment and Depression era bread lines as the economy will not survive the shock. The pecking order will be tits up.",0
"3779","NDRRMC: Tropical Cyclone Advisory for Tropical Depression",0
"3780","📷 2016: saved Anxiety and Depression: cured Viktuuri: still together JJ is forcefully removed from the...",1
"3784","@rpjohnson001 @washingtonpost that would lead to depression and that will escalate to suicide. So what you are saying is a 9 year old",1
"3788","Melanie Coles Cognitive Behavioural Therapy for #anxiety and #depression #CBT",1
"3789","update on Tropical Depression Harvey. More rain to come but the end could be in sight....",0
"3793","@itisthenoah @ManneryGerald @TrumpInaugural The whole Trail of tears thing and economic depression were pretty bad",0
"3795","Just went on an amazon shopping spree, depression has eased off now. 😂",3
"3796","If you think tuition sucks...buy textbooks. it is like you reach a whole new level of depression",0
"3797","my depression snack of choice is plain corn chips",0
"3799","Less commonly discussed are exercise’s powerful depression- and anxiety-reducing effects.",1
"3800","it is a sign of built up stress, depression, lack of sex, and more",1
"3802","I am so excited for school and work is going well but... Depression. Depression. De pre s sion",3
"3803","Depression is not an excuse to treat people like shit, or make yourself a victim of a problem that never happened.",1
"3804","Man, I love depression. Really does wonders for you. -.-",1
"3805","I uploaded a new episode, ""Depression And Stress Levels Rises During The Christmas Holidays"", on #spreaker #toys",1
"3808","she fell in love wit da flow such a beautiful stroke, fascinated allegations kilo grams a that coke",0
"3810","Please consider making a donation to our Heart and Stroke Walk Team. The Heart Walk is the American Heart Association…",1
"3811","Attwood Marine Attwood Custom Mercury Engine Cover 4-stroke 8-9.9hp",0
"3812","My stroke is legit af... so it is more like me jus giving u grade A dick for Christmas...",0
"3813","When I saw her statuesque front hole, I could not take it anymore. 'Ooh la la! I want to stroke you like a kangaroo,' I sang.",0
"3814","At the third stroke the time in the UK will be eleven PM. Bip. Bip. Bip.",0
"3815","My grandpa can barely walk because of a recent stroke, yet still dances with my grandma. What a guy.",2
"3816","Your stroke game am not as strong as you think it is boi",0
"3818","I am out here dying from heat stroke",1
"3819","My left stroke just went viral",0
"3820","#atrialfibrillation is an irregular heart rhythm that increase the risk of stroke #medexplanations",1
"3823","The control scheme in MGSV is better stroke material than the IGN girls",0
"3824","There is a lot to learn about In-Home Care for Stroke Survivors -",1
"3825","being sick during this heat stroke is awful wash your hands kids",1
"3826","The lack of support in Star Wars Battlefront is better stroke material than the IGN girls",0
"3827","My dad recovering from stroke and his lucidity increasing. Watched #Hamilton on @60Minutes. Now enthralled #Beyonce show. Merry Christmas!",2
"3829","@antionettemat10 @bgbaris @DearAuntCrabby @NancyLeeGrahn @Reince This is the greatest stroke of luck the2of them ever at last!",0
"3830","This Christmas I am mourning my grandma who suffered a stroke and now has dementia.",2
"3831","@fireproofdolans if his stroke game is nice tell him my le- dm's are open 😛",0
"3833","@BeastofBelle it hurts? Awweh baby boy can you open so I can see inside? *o stroke his little cheek*",0
"3834","This 2011 Pursuit S280 28' is equipped with Twin Yamaha 250hp 4-stroke Engines with approximately 180 hours.",0
"3835","Someone in the U.S. has a stroke about once every 40 seconds. #BeEducated",1
"3836","@Studly_Archer ""You just let me know if anyone walks in, hmm? I do not want to share this with anyone else."" He starts to stroke, gently.",0
"3840","Apparently George Michael was found dead in a public toilet. Apparently the cause of death was a massive stroke! #toosoon",2
"3842","Auckland welcomes home Navy ship after stroke",0
"3843","""Rich as he was, he gave it all away for us-in one stroke he became poor we became rich."" 2 Corinthians 8:9",0
"3845","#in one stroke puffy wrinkles under eyes",0
